,ex_name,userId,Reference,SampleA,SampleB,choice_answerTimbre,choice_answerRhythm,choice_answerMelody,choice_answerTotal,choice_time
2442,ex202404,user56,set10/3/residuals/X_2019-42.wav,set10/3/residuals/A_2074-58.wav,set10/3/residuals/B_1920-48.wav,NA,NA,A-,A-,25105
2443,ex202404,user56,set10/0/drums/X_2053-21.wav,set10/0/drums/A_2018-43.wav,set10/0/drums/B_1892-14.wav,A-,NA,NA,A-,34891
2446,ex202404,user56,set10/1/bass/X_1962-5.wav,set10/1/bass/A_1925-15.wav,set10/1/bass/B_1927-21.wav,B-,A-,A-,A-,22539
2447,ex202404,user56,set10/2/drums/X_2005-25.wav,set10/2/drums/A_2030-21.wav,set10/2/drums/B_2013-11.wav,NA,A-,A-,A-,23523
2452,ex202404,user56,set10/0/bass/X_2053-28.wav,set10/0/bass/A_2018-19.wav,set10/0/bass/B_1892-26.wav,A-,A-,A-,A-,29905
2453,ex202404,user56,set10/0/guitar/X_2053-13.wav,set10/0/guitar/A_2018-55.wav,set10/0/guitar/B_1892-16.wav,A-,NA,NA,A-,23974
2454,ex202404,user56,set10/3/bass/X_2019-21.wav,set10/3/bass/A_2074-39.wav,set10/3/bass/B_1920-41.wav,A+,B-,B-,B-,26508
2458,ex202404,user56,set10/0/residuals/X_2053-18.wav,set10/0/residuals/A_2018-11.wav,set10/0/residuals/B_1892-25.wav,A+,A+,A+,A+,20907
2460,ex202404,user56,set10/3/guitar/X_2019-32.wav,set10/3/guitar/A_2074-48.wav,set10/3/guitar/B_1920-27.wav,NA,NA,A-,A-,32872
2461,ex202404,user57,set53/3/residuals/X_1981-40.wav,set53/3/residuals/A_2081-34.wav,set53/3/residuals/B_2047-30.wav,A-,B-,A-,A-,46215
2462,ex202404,user57,set53/2/drums/X_2088-12.wav,set53/2/drums/A_1934-38.wav,set53/2/drums/B_2061-50.wav,A+,A-,A-,A-,96337
2463,ex202404,user57,set53/1/bass/X_2045-48.wav,set53/1/bass/A_2003-41.wav,set53/1/bass/B_1996-43.wav,A+,A-,A-,A-,58836
2464,ex202404,user57,set53/2/piano/X_2088-18.wav,set53/2/piano/A_1934-36.wav,set53/2/piano/B_2061-20.wav,A-,B-,B-,B-,50100
2465,ex202404,user57,set53/1/residuals/X_2045-13.wav,set53/1/residuals/A_2003-55.wav,set53/1/residuals/B_1996-51.wav,A-,A-,A-,A-,44639
2467,ex202404,user57,set53/0/residuals/X_1957-60.wav,set53/0/residuals/A_1954-3.wav,set53/0/residuals/B_1920-43.wav,B-,B-,B-,B-,20150
2468,ex202404,user57,set53/0/piano/X_1957-46.wav,set53/0/piano/A_1954-18.wav,set53/0/piano/B_1920-17.wav,A-,A-,A-,A-,22746
2471,ex202404,user57,set53/0/guitar/X_1957-85.wav,set53/0/guitar/A_1954-37.wav,set53/0/guitar/B_1920-46.wav,A-,A-,A-,A-,18528
2472,ex202404,user57,set53/0/drums/X_1957-12.wav,set53/0/drums/A_1954-47.wav,set53/0/drums/B_1920-45.wav,A+,A-,A-,A-,18325
2480,ex202404,user57,set53/3/piano/X_1981-18.wav,set53/3/piano/A_2081-36.wav,set53/3/piano/B_2047-29.wav,A-,A-,A-,A-,31304
2481,ex202404,user57,set53/0/bass/X_1957-14.wav,set53/0/bass/A_1954-24.wav,set53/0/bass/B_1920-25.wav,B-,B-,B-,B-,25760
2483,ex202404,user57,set53/2/guitar/X_2088-14.wav,set53/2/guitar/A_1934-28.wav,set53/2/guitar/B_2061-25.wav,B-,B-,B-,B-,19780
2486,ex202404,user57,set53/2/bass/X_2088-40.wav,set53/2/bass/A_1934-35.wav,set53/2/bass/B_2061-56.wav,B+,B-,B-,B-,46962
2487,ex202404,user57,set53/1/piano/X_2045-34.wav,set53/1/piano/A_2003-13.wav,set53/1/piano/B_1996-55.wav,B+,B-,B-,B-,18620
2489,ex202404,user57,set53/3/drums/X_1981-8.wav,set53/3/drums/A_2081-28.wav,set53/3/drums/B_2047-13.wav,B-,B-,B-,B-,76610
2492,ex202404,user57,set53/1/drums/X_2045-50.wav,set53/1/drums/A_2003-34.wav,set53/1/drums/B_1996-29.wav,B+,B-,B-,B-,20040
2496,ex202404,user57,set53/1/guitar/X_2045-51.wav,set53/1/guitar/A_2003-26.wav,set53/1/guitar/B_1996-19.wav,B+,B-,B-,B-,70532
2498,ex202404,user57,set53/2/residuals/X_2088-42.wav,set53/2/residuals/A_1934-46.wav,set53/2/residuals/B_2061-35.wav,NA,A-,A-,A-,82092
2499,ex202404,user57,set53/3/bass/X_1981-51.wav,set53/3/bass/A_2081-5.wav,set53/3/bass/B_2047-64.wav,A-,A-,A-,A-,31754
2501,ex202404,user57,set53/3/guitar/X_1981-32.wav,set53/3/guitar/A_2081-31.wav,set53/3/guitar/B_2047-34.wav,B-,B-,NA,B-,63109
2503,ex202404,user12,set18/1/residuals/X_2061-15.wav,set18/1/residuals/A_1932-44.wav,set18/1/residuals/B_1883-3.wav,NA,A+,A-,A-,20713
2508,ex202404,user12,set18/3/drums/X_1977-36.wav,set18/3/drums/A_1949-46.wav,set18/3/drums/B_1920-30.wav,NA,B+,NA,B+,17824
2510,ex202404,user12,set18/0/residuals/X_1929-34.wav,set18/0/residuals/A_1962-36.wav,set18/0/residuals/B_1974-29.wav,A-,A-,A-,A-,18411
2511,ex202404,user12,set18/0/drums/X_1929-20.wav,set18/0/drums/A_1962-45.wav,set18/0/drums/B_1974-23.wav,NA,B-,NA,B-,20362
2512,ex202404,user12,set18/1/guitar/X_2061-32.wav,set18/1/guitar/A_1932-33.wav,set18/1/guitar/B_1883-35.wav,NA,B-,NA,B-,18495
2513,ex202404,user12,set18/2/piano/X_2016-15.wav,set18/2/piano/A_1998-43.wav,set18/2/piano/B_2052-27.wav,B+,B-,B-,B+,19891
2514,ex202404,user12,set18/2/bass/X_2016-14.wav,set18/2/bass/A_1998-38.wav,set18/2/bass/B_2052-37.wav,A-,A-,A-,A-,19126
2515,ex202404,user12,set18/1/bass/X_2061-43.wav,set18/1/bass/A_1932-43.wav,set18/1/bass/B_1883-17.wav,B-,B+,B-,B-,19376
2519,ex202404,user12,set18/1/piano/X_2061-41.wav,set18/1/piano/A_1932-31.wav,set18/1/piano/B_1883-17.wav,NA,B-,NA,B-,18185
2522,ex202404,user12,set18/3/guitar/X_1977-43.wav,set18/3/guitar/A_1949-9.wav,set18/3/guitar/B_1920-25.wav,B-,B-,NA,B-,18940
2523,ex202404,user12,set18/2/residuals/X_2016-49.wav,set18/2/residuals/A_1998-31.wav,set18/2/residuals/B_2052-16.wav,A-,NA,B-,A-,18270
2524,ex202404,user12,set18/0/guitar/X_1929-33.wav,set18/0/guitar/A_1962-42.wav,set18/0/guitar/B_1974-27.wav,A+,NA,A-,A-,20430
2532,ex202404,user12,set18/2/guitar/X_2016-19.wav,set18/2/guitar/A_1998-17.wav,set18/2/guitar/B_2052-6.wav,A-,NA,NA,A-,23713
2533,ex202404,user12,set18/0/bass/X_1929-44.wav,set18/0/bass/A_1962-22.wav,set18/0/bass/B_1974-38.wav,NA,B-,NA,B-,18587
2535,ex202404,user12,set18/1/drums/X_2061-36.wav,set18/1/drums/A_1932-47.wav,set18/1/drums/B_1883-8.wav,NA,A-,NA,A-,17850
2536,ex202404,user12,set18/3/bass/X_1977-38.wav,set18/3/bass/A_1949-24.wav,set18/3/bass/B_1920-31.wav,A-,A-,A-,A-,28007
2539,ex202404,user12,set18/2/drums/X_2016-9.wav,set18/2/drums/A_1998-10.wav,set18/2/drums/B_2052-10.wav,NA,B-,NA,B-,37650
2541,ex202404,user12,set18/3/piano/X_1977-29.wav,set18/3/piano/A_1949-13.wav,set18/3/piano/B_1920-39.wav,A-,A-,A-,A-,18056
2543,ex202404,user12,set18/0/piano/X_1929-15.wav,set18/0/piano/A_1962-11.wav,set18/0/piano/B_1974-12.wav,B-,NA,B-,B-,17872
2544,ex202404,user12,set18/3/residuals/X_1977-27.wav,set18/3/residuals/A_1949-43.wav,set18/3/residuals/B_1920-40.wav,B-,B-,B-,B-,18072
2545,ex202404,user58,set46/0/piano/X_1972-59.wav,set46/0/piano/A_2008-16.wav,set46/0/piano/B_2086-55.wav,A-,NA,A-,A-,60641
2546,ex202404,user58,set46/3/piano/X_2093-44.wav,set46/3/piano/A_1996-23.wav,set46/3/piano/B_1893-14.wav,A-,NA,NA,A-,41506
2548,ex202404,user58,set46/3/guitar/X_2093-36.wav,set46/3/guitar/A_1996-23.wav,set46/3/guitar/B_1893-9.wav,A-,B-,B-,B-,58500
2549,ex202404,user58,set46/2/drums/X_1928-35.wav,set46/2/drums/A_2031-56.wav,set46/2/drums/B_2081-28.wav,B-,A-,A-,A-,56448
2554,ex202404,user58,set46/2/bass/X_1928-33.wav,set46/2/bass/A_2031-54.wav,set46/2/bass/B_2081-17.wav,B-,NA,NA,B-,60422
2555,ex202404,user58,set46/0/residuals/X_1972-31.wav,set46/0/residuals/A_2008-12.wav,set46/0/residuals/B_2086-16.wav,NA,A-,A-,A-,59431
2557,ex202404,user58,set46/0/guitar/X_1972-18.wav,set46/0/guitar/A_2008-22.wav,set46/0/guitar/B_2086-26.wav,A-,B-,B-,B-,48901
2559,ex202404,user58,set46/1/residuals/X_2082-21.wav,set46/1/residuals/A_2086-16.wav,set46/1/residuals/B_1907-19.wav,NA,A-,A-,A-,43275
2562,ex202404,user58,set46/3/residuals/X_2093-7.wav,set46/3/residuals/A_1996-14.wav,set46/3/residuals/B_1893-40.wav,NA,A-,NA,A-,39229
2563,ex202404,user58,set46/0/bass/X_1972-34.wav,set46/0/bass/A_2008-33.wav,set46/0/bass/B_2086-6.wav,A+,NA,NA,A-,38678
2564,ex202404,user58,set46/2/residuals/X_1928-37.wav,set46/2/residuals/A_2031-3.wav,set46/2/residuals/B_2081-19.wav,NA,A-,NA,A-,39868
2569,ex202404,user58,set46/3/bass/X_2093-25.wav,set46/3/bass/A_1996-2.wav,set46/3/bass/B_1893-21.wav,A-,B-,B-,B-,51721
2570,ex202404,user58,set46/1/bass/X_2082-29.wav,set46/1/bass/A_2086-23.wav,set46/1/bass/B_1907-27.wav,B+,NA,NA,B-,39164
2573,ex202404,user58,set46/2/piano/X_1928-29.wav,set46/2/piano/A_2031-54.wav,set46/2/piano/B_2081-3.wav,NA,A-,A-,A-,36773
2576,ex202404,user58,set46/0/drums/X_1972-36.wav,set46/0/drums/A_2008-12.wav,set46/0/drums/B_2086-13.wav,NA,A-,NA,A-,33376
2578,ex202404,user58,set46/2/guitar/X_1928-30.wav,set46/2/guitar/A_2031-34.wav,set46/2/guitar/B_2081-22.wav,NA,NA,B-,B-,40605
2580,ex202404,user58,set46/1/piano/X_2082-34.wav,set46/1/piano/A_2086-31.wav,set46/1/piano/B_1907-8.wav,A-,A-,NA,A-,39546
2582,ex202404,user58,set46/3/drums/X_2093-20.wav,set46/3/drums/A_1996-19.wav,set46/3/drums/B_1893-37.wav,A-,B-,B-,B-,41895
2584,ex202404,user58,set46/1/drums/X_2082-14.wav,set46/1/drums/A_2086-11.wav,set46/1/drums/B_1907-37.wav,B-,A-,A-,A-,74039
2586,ex202404,user58,set46/1/guitar/X_2082-4.wav,set46/1/guitar/A_2086-41.wav,set46/1/guitar/B_1907-26.wav,A-,NA,NA,A-,34362
2587,ex202404,user59,set47/3/piano/X_2004-2.wav,set47/3/piano/A_1980-43.wav,set47/3/piano/B_2054-47.wav,A+,NA,A-,A-,67588
2588,ex202404,user59,set47/1/guitar/X_1886-48.wav,set47/1/guitar/A_1943-50.wav,set47/1/guitar/B_1962-27.wav,A+,A+,A-,A+,20129
2592,ex202404,user59,set47/1/piano/X_1886-23.wav,set47/1/piano/A_1943-48.wav,set47/1/piano/B_1962-48.wav,A-,B-,NA,A-,26861
2593,ex202404,user59,set47/0/drums/X_2094-22.wav,set47/0/drums/A_2016-8.wav,set47/0/drums/B_1892-21.wav,B-,B-,NA,B-,29449
2597,ex202404,user59,set47/1/bass/X_1886-43.wav,set47/1/bass/A_1943-10.wav,set47/1/bass/B_1962-24.wav,NA,A-,A-,A-,30096
2598,ex202404,user59,set47/2/piano/X_1990-33.wav,set47/2/piano/A_1962-22.wav,set47/2/piano/B_2092-5.wav,B-,NA,B-,B-,39399
2601,ex202404,user59,set47/3/bass/X_2004-35.wav,set47/3/bass/A_1980-65.wav,set47/3/bass/B_2054-12.wav,NA,NA,B-,B-,35727
2602,ex202404,user59,set47/0/bass/X_2094-31.wav,set47/0/bass/A_2016-41.wav,set47/0/bass/B_1892-34.wav,A-,A-,A-,A-,39434
2603,ex202404,user59,set47/2/residuals/X_1990-52.wav,set47/2/residuals/A_1962-27.wav,set47/2/residuals/B_2092-33.wav,NA,A-,A-,A-,24229
2604,ex202404,user59,set47/1/residuals/X_1886-46.wav,set47/1/residuals/A_1943-12.wav,set47/1/residuals/B_1962-27.wav,NA,A-,B-,B-,28349
2606,ex202404,user59,set47/0/piano/X_2094-34.wav,set47/0/piano/A_2016-31.wav,set47/0/piano/B_1892-11.wav,B-,NA,NA,B-,25269
2607,ex202404,user59,set47/3/residuals/X_2004-5.wav,set47/3/residuals/A_1980-7.wav,set47/3/residuals/B_2054-2.wav,B-,B+,B-,B-,78919
2608,ex202404,user59,set47/3/drums/X_2004-7.wav,set47/3/drums/A_1980-68.wav,set47/3/drums/B_2054-25.wav,A+,B-,NA,A-,21821
2610,ex202404,user59,set47/2/drums/X_1990-55.wav,set47/2/drums/A_1962-27.wav,set47/2/drums/B_2092-33.wav,NA,A+,NA,A-,40192
2612,ex202404,user59,set47/0/guitar/X_2094-24.wav,set47/0/guitar/A_2016-10.wav,set47/0/guitar/B_1892-16.wav,B-,B-,NA,B-,91766
2615,ex202404,user59,set47/1/drums/X_1886-28.wav,set47/1/drums/A_1943-36.wav,set47/1/drums/B_1962-30.wav,A-,A-,NA,A-,33787
2619,ex202404,user59,set47/2/bass/X_1990-35.wav,set47/2/bass/A_1962-9.wav,set47/2/bass/B_2092-33.wav,B-,NA,NA,B-,39513
2625,ex202404,user59,set47/0/residuals/X_2094-56.wav,set47/0/residuals/A_2016-21.wav,set47/0/residuals/B_1892-34.wav,A-,NA,NA,A-,35339
2626,ex202404,user59,set47/3/guitar/X_2004-1.wav,set47/3/guitar/A_1980-35.wav,set47/3/guitar/B_2054-52.wav,B-,A-,A+,A-,29512
2627,ex202404,user59,set47/2/guitar/X_1990-57.wav,set47/2/guitar/A_1962-25.wav,set47/2/guitar/B_2092-20.wav,B+,B-,NA,B-,39937
2631,ex202404,user60,set7/2/residuals/X_2074-49.wav,set7/2/residuals/A_1882-43.wav,set7/2/residuals/B_1883-42.wav,A-,A+,A-,A+,32906
2635,ex202404,user60,set7/1/bass/X_2086-24.wav,set7/1/bass/A_2047-4.wav,set7/1/bass/B_2094-55.wav,B-,NA,NA,B-,37327
2637,ex202404,user60,set7/0/residuals/X_2007-53.wav,set7/0/residuals/A_1882-37.wav,set7/0/residuals/B_1949-46.wav,A+,A-,A+,A+,25064
2638,ex202404,user60,set7/1/piano/X_2086-34.wav,set7/1/piano/A_2047-56.wav,set7/1/piano/B_2094-26.wav,B-,NA,B-,B-,26740
2640,ex202404,user60,set7/2/bass/X_2074-44.wav,set7/2/bass/A_1882-39.wav,set7/2/bass/B_1883-3.wav,A-,B-,B-,B-,34749
2644,ex202404,user60,set7/1/drums/X_2086-35.wav,set7/1/drums/A_2047-5.wav,set7/1/drums/B_2094-41.wav,A-,A-,NA,A-,22051
2645,ex202404,user60,set7/1/residuals/X_2086-40.wav,set7/1/residuals/A_2047-37.wav,set7/1/residuals/B_2094-51.wav,B-,B-,B-,B-,37767
2647,ex202404,user60,set7/3/drums/X_2038-3.wav,set7/3/drums/A_1943-45.wav,set7/3/drums/B_2004-30.wav,A-,NA,NA,A-,33499
2649,ex202404,user60,set7/3/piano/X_2038-9.wav,set7/3/piano/A_1943-38.wav,set7/3/piano/B_2004-34.wav,A-,A-,A-,A-,30990
2650,ex202404,user60,set7/2/guitar/X_2074-39.wav,set7/2/guitar/A_1882-30.wav,set7/2/guitar/B_1883-17.wav,A+,B-,B-,A-,35043
2653,ex202404,user60,set7/1/guitar/X_2086-39.wav,set7/1/guitar/A_2047-22.wav,set7/1/guitar/B_2094-29.wav,A+,B+,A-,A-,23303
2655,ex202404,user60,set7/3/bass/X_2038-54.wav,set7/3/bass/A_1943-48.wav,set7/3/bass/B_2004-14.wav,B+,B-,A-,B-,15675
2660,ex202404,user60,set7/2/piano/X_2074-53.wav,set7/2/piano/A_1882-37.wav,set7/2/piano/B_1883-42.wav,A+,B-,B-,A-,19536
2661,ex202404,user60,set7/0/guitar/X_2007-27.wav,set7/0/guitar/A_1882-29.wav,set7/0/guitar/B_1949-39.wav,A+,A-,A-,A-,16118
2662,ex202404,user60,set7/3/residuals/X_2038-39.wav,set7/3/residuals/A_1943-23.wav,set7/3/residuals/B_2004-16.wav,A+,A-,B-,A-,18317
2663,ex202404,user60,set7/3/guitar/X_2038-1.wav,set7/3/guitar/A_1943-6.wav,set7/3/guitar/B_2004-34.wav,NA,B-,B-,B-,19189
2664,ex202404,user60,set7/2/drums/X_2074-6.wav,set7/2/drums/A_1882-43.wav,set7/2/drums/B_1883-22.wav,B-,B-,NA,B-,20518
2665,ex202404,user60,set7/0/bass/X_2007-51.wav,set7/0/bass/A_1882-27.wav,set7/0/bass/B_1949-21.wav,B-,A-,A-,B-,17377
2666,ex202404,user60,set7/0/piano/X_2007-38.wav,set7/0/piano/A_1882-47.wav,set7/0/piano/B_1949-13.wav,A+,A-,A-,A-,24641
2668,ex202404,user60,set7/0/drums/X_2007-43.wav,set7/0/drums/A_1882-12.wav,set7/0/drums/B_1949-22.wav,A-,A-,NA,A-,24649
2672,ex202404,user61,set3/3/bass/X_1903-36.wav,set3/3/bass/A_2013-30.wav,set3/3/bass/B_2092-12.wav,A-,NA,NA,A-,40182
2673,ex202404,user61,set3/2/bass/X_1950-18.wav,set3/2/bass/A_1968-8.wav,set3/2/bass/B_2010-10.wav,A-,A-,NA,A-,29778
2674,ex202404,user61,set3/2/piano/X_1950-3.wav,set3/2/piano/A_1968-32.wav,set3/2/piano/B_2010-65.wav,A-,A-,NA,A-,28115
2682,ex202404,user61,set3/0/piano/X_2070-38.wav,set3/0/piano/A_2019-30.wav,set3/0/piano/B_1963-25.wav,NA,NA,A-,A-,35646
2685,ex202404,user61,set3/3/guitar/X_1903-45.wav,set3/3/guitar/A_2013-69.wav,set3/3/guitar/B_2092-31.wav,B-,NA,NA,B-,21600
2686,ex202404,user61,set3/1/guitar/X_1980-19.wav,set3/1/guitar/A_2056-6.wav,set3/1/guitar/B_1902-41.wav,A-,A-,NA,A-,26641
2688,ex202404,user61,set3/1/residuals/X_1980-5.wav,set3/1/residuals/A_2056-42.wav,set3/1/residuals/B_1902-19.wav,B-,NA,B-,B-,25135
2690,ex202404,user61,set3/1/piano/X_1980-37.wav,set3/1/piano/A_2056-5.wav,set3/1/piano/B_1902-51.wav,NA,NA,B-,B-,39441
2694,ex202404,user61,set3/0/residuals/X_2070-24.wav,set3/0/residuals/A_2019-7.wav,set3/0/residuals/B_1963-20.wav,A-,A-,A-,A-,20179
2696,ex202404,user61,set3/3/residuals/X_1903-4.wav,set3/3/residuals/A_2013-63.wav,set3/3/residuals/B_2092-30.wav,B+,B+,B+,B+,30907
2697,ex202404,user61,set3/1/drums/X_1980-67.wav,set3/1/drums/A_2056-32.wav,set3/1/drums/B_1902-14.wav,A-,A+,A-,A-,32347
2699,ex202404,user61,set3/3/piano/X_1903-31.wav,set3/3/piano/A_2013-14.wav,set3/3/piano/B_2092-20.wav,NA,NA,B-,B-,29474
2701,ex202404,user61,set3/0/guitar/X_2070-39.wav,set3/0/guitar/A_2019-29.wav,set3/0/guitar/B_1963-8.wav,A-,A-,A-,A-,35206
2703,ex202404,user61,set3/0/drums/X_2070-29.wav,set3/0/drums/A_2019-35.wav,set3/0/drums/B_1963-7.wav,NA,NA,B-,B-,41394
2704,ex202404,user61,set3/2/residuals/X_1950-11.wav,set3/2/residuals/A_1968-13.wav,set3/2/residuals/B_2010-35.wav,NA,A-,NA,A-,44496
2706,ex202404,user61,set3/2/guitar/X_1950-37.wav,set3/2/guitar/A_1968-27.wav,set3/2/guitar/B_2010-50.wav,NA,B-,NA,B-,29565
2707,ex202404,user61,set3/0/bass/X_2070-36.wav,set3/0/bass/A_2019-46.wav,set3/0/bass/B_1963-8.wav,NA,A-,A-,A-,38391
2708,ex202404,user61,set3/3/drums/X_1903-38.wav,set3/3/drums/A_2013-19.wav,set3/3/drums/B_2092-4.wav,NA,B-,NA,B-,24378
2711,ex202404,user61,set3/1/bass/X_1980-48.wav,set3/1/bass/A_2056-39.wav,set3/1/bass/B_1902-31.wav,NA,A-,A-,A-,23251
2712,ex202404,user61,set3/2/drums/X_1950-30.wav,set3/2/drums/A_1968-30.wav,set3/2/drums/B_2010-66.wav,NA,A-,NA,A-,43977
2713,ex202404,user62,set5/2/bass/X_1883-19.wav,set5/2/bass/A_1878-12.wav,set5/2/bass/B_1952-8.wav,A-,A-,A+,A-,33579
2715,ex202404,user62,set5/2/drums/X_1883-26.wav,set5/2/drums/A_1878-36.wav,set5/2/drums/B_1952-39.wav,B-,B-,B-,B-,40854
2716,ex202404,user62,set5/0/bass/X_1877-13.wav,set5/0/bass/A_1927-16.wav,set5/0/bass/B_1968-3.wav,B-,A-,A-,A-,24440
2717,ex202404,user62,set5/1/drums/X_1962-19.wav,set5/1/drums/A_1884-24.wav,set5/1/drums/B_1977-44.wav,A-,B-,B-,B-,46732
2718,ex202404,user62,set5/0/drums/X_1877-30.wav,set5/0/drums/A_1927-23.wav,set5/0/drums/B_1968-42.wav,A-,A-,A-,A-,24005
2719,ex202404,user62,set5/1/piano/X_1962-21.wav,set5/1/piano/A_1884-1.wav,set5/1/piano/B_1977-32.wav,B-,B-,B-,B-,63756
2720,ex202404,user62,set5/1/residuals/X_1962-34.wav,set5/1/residuals/A_1884-64.wav,set5/1/residuals/B_1977-2.wav,B-,A-,A-,A-,43431
2722,ex202404,user62,set5/3/residuals/X_1949-43.wav,set5/3/residuals/A_2016-17.wav,set5/3/residuals/B_1931-30.wav,B-,NA,NA,B-,45211
2724,ex202404,user62,set5/1/guitar/X_1962-24.wav,set5/1/guitar/A_1884-15.wav,set5/1/guitar/B_1977-26.wav,A-,A-,A-,A-,20457
2725,ex202404,user62,set5/2/guitar/X_1883-41.wav,set5/2/guitar/A_1878-15.wav,set5/2/guitar/B_1952-5.wav,A-,A-,A-,A-,20326
2731,ex202404,user62,set5/1/bass/X_1962-25.wav,set5/1/bass/A_1884-5.wav,set5/1/bass/B_1977-25.wav,B+,B-,B-,B-,26124
2732,ex202404,user62,set5/3/piano/X_1949-36.wav,set5/3/piano/A_2016-22.wav,set5/3/piano/B_1931-42.wav,NA,B-,B-,B-,25969
2735,ex202404,user62,set5/0/piano/X_1877-19.wav,set5/0/piano/A_1927-21.wav,set5/0/piano/B_1968-13.wav,A-,NA,B-,A-,55200
2740,ex202404,user62,set5/0/residuals/X_1877-36.wav,set5/0/residuals/A_1927-14.wav,set5/0/residuals/B_1968-31.wav,B+,B-,B-,B-,25333
2741,ex202404,user62,set5/3/guitar/X_1949-46.wav,set5/3/guitar/A_2016-18.wav,set5/3/guitar/B_1931-6.wav,A-,A-,A-,A-,24691
2742,ex202404,user62,set5/2/residuals/X_1883-20.wav,set5/2/residuals/A_1878-44.wav,set5/2/residuals/B_1952-7.wav,A-,A-,A-,A-,18578
2743,ex202404,user62,set5/3/bass/X_1949-36.wav,set5/3/bass/A_2016-42.wav,set5/3/bass/B_1931-10.wav,B-,B-,B-,B-,20119
2744,ex202404,user62,set5/3/drums/X_1949-45.wav,set5/3/drums/A_2016-36.wav,set5/3/drums/B_1931-13.wav,A-,A-,A-,A-,18417
2746,ex202404,user62,set5/0/guitar/X_1877-28.wav,set5/0/guitar/A_1927-36.wav,set5/0/guitar/B_1968-8.wav,A-,A-,A-,A-,19152
2749,ex202404,user62,set5/2/piano/X_1883-23.wav,set5/2/piano/A_1878-18.wav,set5/2/piano/B_1952-6.wav,A-,A-,A-,A-,18036
2757,ex202404,user63,set55/2/drums/X_1975-20.wav,set55/2/drums/A_2074-6.wav,set55/2/drums/B_2093-34.wav,NA,NA,B-,B-,79372
2758,ex202404,user63,set55/1/guitar/X_1962-13.wav,set55/1/guitar/A_2031-16.wav,set55/1/guitar/B_1968-26.wav,A-,NA,NA,A-,52210
2759,ex202404,user63,set55/1/bass/X_1962-27.wav,set55/1/bass/A_2031-17.wav,set55/1/bass/B_1968-5.wav,B-,NA,NA,B-,42104
2760,ex202404,user63,set55/0/bass/X_2051-24.wav,set55/0/bass/A_2086-31.wav,set55/0/bass/B_2070-17.wav,B-,NA,NA,B-,67579
2763,ex202404,user63,set55/3/guitar/X_2000-31.wav,set55/3/guitar/A_2061-44.wav,set55/3/guitar/B_1936-23.wav,A-,NA,NA,A-,43224
2765,ex202404,user63,set55/3/drums/X_2000-17.wav,set55/3/drums/A_2061-52.wav,set55/3/drums/B_1936-49.wav,A-,A-,A-,A-,55411
2768,ex202404,user63,set55/0/drums/X_2051-27.wav,set55/0/drums/A_2086-57.wav,set55/0/drums/B_2070-40.wav,A-,A-,A-,A-,65350
2773,ex202404,user63,set55/2/bass/X_1975-48.wav,set55/2/bass/A_2074-20.wav,set55/2/bass/B_2093-44.wav,A-,NA,NA,A-,51138
2774,ex202404,user63,set55/1/residuals/X_1962-30.wav,set55/1/residuals/A_2031-38.wav,set55/1/residuals/B_1968-21.wav,A-,NA,NA,A-,24991
2775,ex202404,user63,set55/3/residuals/X_2000-30.wav,set55/3/residuals/A_2061-19.wav,set55/3/residuals/B_1936-15.wav,B-,NA,NA,B-,40775
2776,ex202404,user63,set55/2/piano/X_1975-28.wav,set55/2/piano/A_2074-25.wav,set55/2/piano/B_2093-29.wav,B-,NA,NA,B-,24789
2778,ex202404,user63,set55/0/piano/X_2051-20.wav,set55/0/piano/A_2086-44.wav,set55/0/piano/B_2070-27.wav,B-,NA,NA,B-,21948
2780,ex202404,user63,set55/0/guitar/X_2051-17.wav,set55/0/guitar/A_2086-48.wav,set55/0/guitar/B_2070-37.wav,A+,NA,NA,A-,49705
2781,ex202404,user63,set55/0/residuals/X_2051-12.wav,set55/0/residuals/A_2086-39.wav,set55/0/residuals/B_2070-16.wav,NA,NA,A-,A-,20799
2782,ex202404,user63,set55/3/bass/X_2000-17.wav,set55/3/bass/A_2061-9.wav,set55/3/bass/B_1936-16.wav,B-,NA,NA,B-,20953
2783,ex202404,user63,set55/2/residuals/X_1975-12.wav,set55/2/residuals/A_2074-36.wav,set55/2/residuals/B_2093-23.wav,B-,NA,NA,B-,26907
2784,ex202404,user63,set55/1/drums/X_1962-35.wav,set55/1/drums/A_2031-27.wav,set55/1/drums/B_1968-53.wav,A-,B-,NA,B-,27697
2787,ex202404,user63,set55/3/piano/X_2000-3.wav,set55/3/piano/A_2061-41.wav,set55/3/piano/B_1936-32.wav,A-,NA,NA,A-,33063
2790,ex202404,user63,set55/1/piano/X_1962-42.wav,set55/1/piano/A_2031-52.wav,set55/1/piano/B_1968-12.wav,B-,NA,NA,B-,32251
2791,ex202404,user63,set55/2/guitar/X_1975-8.wav,set55/2/guitar/A_2074-37.wav,set55/2/guitar/B_2093-18.wav,NA,NA,B-,B-,27384
2796,ex202404,user64,set56/3/drums/X_2096-11.wav,set56/3/drums/A_1889-15.wav,set56/3/drums/B_2046-31.wav,B-,NA,B-,B-,44430
2797,ex202404,user64,set56/2/drums/X_1932-42.wav,set56/2/drums/A_2051-24.wav,set56/2/drums/B_1959-9.wav,NA,A-,B-,B-,38893
