Unnamed: 0,ex_name,subject_id,reference,sample_a,sample_b,answer_timbre,answer_rhythm,answer_melody,answer_total,choice_time
4410,ex202404,subject101,set17/3/guitar/X_1994-30.wav,set17/3/guitar/Y_1994-13.wav,set17/3/guitar/C_1880-35.wav,A+,A+,A+,A+,18718
4412,ex202404,subject101,set17/2/guitar/X_1928-25.wav,set17/2/guitar/Y_1928-21.wav,set17/2/guitar/C_1948-48.wav,A-,NA,A-,A-,26046
4414,ex202404,subject102,set52/3/piano/X_1889-2.wav,set52/3/piano/Y_1889-8.wav,set52/3/piano/C_1972-2.wav,A+,A+,A-,A-,37600
4417,ex202404,subject102,set52/0/residuals/X_1990-29.wav,set52/0/residuals/C_1893-2.wav,set52/0/residuals/Y_1990-17.wav,B+,B-,B-,B-,62008
4418,ex202404,subject102,set52/1/drums/X_1898-56.wav,set52/1/drums/C_2084-45.wav,set52/1/drums/Y_1898-20.wav,B+,NA,B-,B-,59534
4419,ex202404,subject102,set52/0/guitar/X_1990-61.wav,set52/0/guitar/C_1893-9.wav,set52/0/guitar/Y_1990-12.wav,B-,B-,B-,B-,39619
4420,ex202404,subject102,set52/3/drums/X_1889-3.wav,set52/3/drums/Y_1889-8.wav,set52/3/drums/C_1972-19.wav,A+,A+,NA,A+,30836
4423,ex202404,subject102,set52/1/bass/X_1898-44.wav,set52/1/bass/C_2084-46.wav,set52/1/bass/Y_1898-23.wav,B+,B-,B-,B-,38153
4427,ex202404,subject102,set52/2/bass/X_2094-22.wav,set52/2/bass/C_1936-7.wav,set52/2/bass/Y_2094-3.wav,B-,B-,B-,B-,70531
4428,ex202404,subject102,set52/0/bass/X_1990-35.wav,set52/0/bass/Y_1990-54.wav,set52/0/bass/C_1893-20.wav,B-,NA,NA,B-,38988
4429,ex202404,subject102,set52/2/residuals/X_2094-15.wav,set52/2/residuals/Y_2094-22.wav,set52/2/residuals/C_1936-27.wav,NA,B-,NA,B-,98721
4433,ex202404,subject102,set52/2/piano/X_2094-34.wav,set52/2/piano/C_1936-8.wav,set52/2/piano/Y_2094-16.wav,B-,B-,B-,B-,25179
4434,ex202404,subject102,set52/3/guitar/X_1889-9.wav,set52/3/guitar/C_1972-60.wav,set52/3/guitar/Y_1889-45.wav,A-,B-,B-,B-,70585
4436,ex202404,subject102,set52/0/drums/X_1990-59.wav,set52/0/drums/C_1893-32.wav,set52/0/drums/Y_1990-77.wav,B-,B-,NA,B-,50382
4438,ex202404,subject102,set52/0/piano/X_1990-66.wav,set52/0/piano/Y_1990-76.wav,set52/0/piano/C_1893-41.wav,A+,A-,A-,A-,52019
4440,ex202404,subject102,set52/2/guitar/X_2094-36.wav,set52/2/guitar/Y_2094-43.wav,set52/2/guitar/C_1936-42.wav,A+,NA,A-,A-,30173
4441,ex202404,subject102,set52/3/bass/X_1889-23.wav,set52/3/bass/Y_1889-36.wav,set52/3/bass/C_1972-4.wav,A+,A-,A-,A-,48334
4444,ex202404,subject102,set52/2/drums/X_2094-10.wav,set52/2/drums/C_1936-18.wav,set52/2/drums/Y_2094-12.wav,A-,A-,NA,A-,40141
4447,ex202404,subject102,set52/1/residuals/X_1898-41.wav,set52/1/residuals/C_2084-51.wav,set52/1/residuals/Y_1898-32.wav,A-,A-,A-,A-,33948
4449,ex202404,subject102,set52/1/guitar/X_1898-21.wav,set52/1/guitar/Y_1898-38.wav,set52/1/guitar/C_2084-45.wav,A+,A-,A-,A-,19714
4450,ex202404,subject102,set52/3/residuals/X_1889-44.wav,set52/3/residuals/Y_1889-25.wav,set52/3/residuals/C_1972-30.wav,A-,A-,A-,A-,32526
4451,ex202404,subject102,set52/1/piano/X_1898-46.wav,set52/1/piano/Y_1898-3.wav,set52/1/piano/C_2084-16.wav,A-,A-,A-,A-,57165
4455,ex202404,subject103,set34/3/drums/X_2042-23.wav,set34/3/drums/Y_2042-41.wav,set34/3/drums/C_1949-33.wav,A+,A+,A+,A+,51738
4461,ex202404,subject103,set34/2/drums/X_1951-14.wav,set34/2/drums/Y_1951-9.wav,set34/2/drums/C_2061-36.wav,NA,A+,NA,A-,26467
4462,ex202404,subject103,set34/3/residuals/X_2042-9.wav,set34/3/residuals/C_1949-43.wav,set34/3/residuals/Y_2042-3.wav,NA,NA,A-,A-,34421
4463,ex202404,subject103,set34/1/guitar/X_1940-10.wav,set34/1/guitar/Y_1940-33.wav,set34/1/guitar/C_2038-40.wav,A+,B-,A-,A-,25078
4465,ex202404,subject103,set34/1/drums/X_1940-41.wav,set34/1/drums/Y_1940-6.wav,set34/1/drums/C_2038-33.wav,A+,A+,A-,A+,22608
4468,ex202404,subject103,set34/1/bass/X_1940-14.wav,set34/1/bass/Y_1940-37.wav,set34/1/bass/C_2038-6.wav,A+,A+,A+,A+,48663
4469,ex202404,subject103,set34/0/bass/X_1892-21.wav,set34/0/bass/C_1975-48.wav,set34/0/bass/Y_1892-28.wav,B+,B+,B+,B+,22987
4471,ex202404,subject103,set34/3/guitar/X_2042-34.wav,set34/3/guitar/C_1949-46.wav,set34/3/guitar/Y_2042-16.wav,B+,B+,B+,B+,18834
4472,ex202404,subject103,set34/3/bass/X_2042-19.wav,set34/3/bass/Y_2042-25.wav,set34/3/bass/C_1949-17.wav,A-,A-,A-,A-,20115
4473,ex202404,subject103,set34/2/guitar/X_1951-9.wav,set34/2/guitar/Y_1951-5.wav,set34/2/guitar/C_2061-23.wav,A+,A+,A+,A+,19417
4474,ex202404,subject103,set34/0/drums/X_1892-31.wav,set34/0/drums/Y_1892-10.wav,set34/0/drums/C_1975-28.wav,A+,A+,A+,A+,19821
4476,ex202404,subject103,set34/1/residuals/X_1940-32.wav,set34/1/residuals/Y_1940-7.wav,set34/1/residuals/C_2038-36.wav,A+,A+,A+,A+,21929
4478,ex202404,subject103,set34/2/piano/X_1951-37.wav,set34/2/piano/Y_1951-25.wav,set34/2/piano/C_2061-24.wav,A-,NA,A-,A-,25503
4480,ex202404,subject103,set34/0/guitar/X_1892-21.wav,set34/0/guitar/Y_1892-30.wav,set34/0/guitar/C_1975-13.wav,A+,A+,A+,A+,18858
4482,ex202404,subject103,set34/2/bass/X_1951-4.wav,set34/2/bass/Y_1951-7.wav,set34/2/bass/C_2061-37.wav,A+,A+,A+,A+,18632
4483,ex202404,subject103,set34/0/residuals/X_1892-20.wav,set34/0/residuals/C_1975-22.wav,set34/0/residuals/Y_1892-32.wav,B+,B+,B+,B+,20196
4486,ex202404,subject103,set34/1/piano/X_1940-32.wav,set34/1/piano/Y_1940-14.wav,set34/1/piano/C_2038-54.wav,A+,A+,A+,A+,20129
4488,ex202404,subject103,set34/2/residuals/X_1951-33.wav,set34/2/residuals/C_2061-9.wav,set34/2/residuals/Y_1951-24.wav,B+,B+,B+,B+,21636
4491,ex202404,subject103,set34/0/piano/X_1892-3.wav,set34/0/piano/Y_1892-21.wav,set34/0/piano/C_1975-30.wav,A+,A-,A+,A+,21005
4492,ex202404,subject103,set34/3/piano/X_2042-27.wav,set34/3/piano/C_1949-40.wav,set34/3/piano/Y_2042-2.wav,B+,A-,B+,B-,26320
4499,ex202404,subject104,set19/1/guitar/X_2084-1.wav,set19/1/guitar/Y_2084-17.wav,set19/1/guitar/C_2069-42.wav,A-,A-,A-,A-,20555
4500,ex202404,subject104,set19/1/drums/X_2084-40.wav,set19/1/drums/C_2069-22.wav,set19/1/drums/Y_2084-17.wav,B+,B-,B-,B-,32092
4501,ex202404,subject104,set19/3/drums/X_2088-10.wav,set19/3/drums/Y_2088-27.wav,set19/3/drums/C_1985-32.wav,A-,A+,A-,A-,20488
4502,ex202404,subject104,set19/3/bass/X_2088-17.wav,set19/3/bass/C_1985-49.wav,set19/3/bass/Y_2088-16.wav,B+,B-,B-,B-,25775
4503,ex202404,subject104,set19/1/bass/X_2084-54.wav,set19/1/bass/C_2069-15.wav,set19/1/bass/Y_2084-52.wav,B+,B-,B-,B-,27750
4506,ex202404,subject104,set19/0/residuals/X_2064-42.wav,set19/0/residuals/Y_2064-18.wav,set19/0/residuals/C_1881-12.wav,A-,A-,A-,A-,19296
4507,ex202404,subject104,set19/3/guitar/X_2088-18.wav,set19/3/guitar/C_1985-46.wav,set19/3/guitar/Y_2088-38.wav,B-,NA,B-,B-,28289
4508,ex202404,subject104,set19/3/residuals/X_2088-41.wav,set19/3/residuals/Y_2088-29.wav,set19/3/residuals/C_1985-41.wav,A-,A-,A-,A-,18882
4509,ex202404,subject104,set19/0/guitar/X_2064-19.wav,set19/0/guitar/Y_2064-2.wav,set19/0/guitar/C_1881-31.wav,A-,A-,A-,A-,30038
4512,ex202404,subject104,set19/1/piano/X_2084-7.wav,set19/1/piano/Y_2084-40.wav,set19/1/piano/C_2069-2.wav,A+,A-,A+,A-,32093
4515,ex202404,subject104,set19/0/bass/X_2064-12.wav,set19/0/bass/Y_2064-22.wav,set19/0/bass/C_1881-13.wav,A+,A-,A-,A-,19424
4521,ex202404,subject104,set19/2/guitar/X_2017-30.wav,set19/2/guitar/C_1968-31.wav,set19/2/guitar/Y_2017-7.wav,B-,B+,B+,B+,20952
4525,ex202404,subject104,set19/0/piano/X_2064-13.wav,set19/0/piano/Y_2064-44.wav,set19/0/piano/C_1881-34.wav,A-,A-,A-,A-,20706
4526,ex202404,subject104,set19/1/residuals/X_2084-50.wav,set19/1/residuals/Y_2084-39.wav,set19/1/residuals/C_2069-39.wav,A-,A-,A-,A-,18939
4529,ex202404,subject104,set19/2/bass/X_2017-10.wav,set19/2/bass/Y_2017-4.wav,set19/2/bass/C_1968-10.wav,A+,A+,A+,A+,64086
4532,ex202404,subject104,set19/3/piano/X_2088-30.wav,set19/3/piano/C_1985-19.wav,set19/3/piano/Y_2088-37.wav,B-,B-,B-,B-,59242
4533,ex202404,subject104,set19/2/residuals/X_2017-35.wav,set19/2/residuals/Y_2017-34.wav,set19/2/residuals/C_1968-35.wav,A+,A+,A+,A+,41612
4535,ex202404,subject104,set19/2/piano/X_2017-19.wav,set19/2/piano/C_1968-42.wav,set19/2/piano/Y_2017-5.wav,B+,B+,B+,B+,43316
4536,ex202404,subject104,set19/2/drums/X_2017-35.wav,set19/2/drums/Y_2017-2.wav,set19/2/drums/C_1968-14.wav,A+,A+,A+,A+,32016
4538,ex202404,subject104,set19/0/drums/X_2064-27.wav,set19/0/drums/Y_2064-42.wav,set19/0/drums/C_1881-42.wav,A-,NA,A-,A-,50442
4540,ex202404,subject105,set44/0/guitar/X_2093-8.wav,set44/0/guitar/C_2010-51.wav,set44/0/guitar/Y_2093-15.wav,B+,B+,B+,B+,50170
4543,ex202404,subject105,set44/1/piano/X_2056-28.wav,set44/1/piano/C_1957-50.wav,set44/1/piano/Y_2056-38.wav,B+,B+,B+,B+,49486
4546,ex202404,subject105,set44/1/residuals/X_2056-12.wav,set44/1/residuals/C_1957-75.wav,set44/1/residuals/Y_2056-45.wav,B+,B+,B+,B+,75176
4548,ex202404,subject105,set44/0/residuals/X_2093-43.wav,set44/0/residuals/Y_2093-9.wav,set44/0/residuals/C_2010-66.wav,A+,A+,A+,A+,31079
4549,ex202404,subject105,set44/3/piano/X_1947-38.wav,set44/3/piano/C_2052-36.wav,set44/3/piano/Y_1947-24.wav,B+,B+,B+,B+,34342
4550,ex202404,subject105,set44/0/drums/X_2093-25.wav,set44/0/drums/C_2010-32.wav,set44/0/drums/Y_2093-7.wav,B+,A+,B+,B+,47103
4551,ex202404,subject105,set44/3/residuals/X_1947-55.wav,set44/3/residuals/Y_1947-60.wav,set44/3/residuals/C_2052-37.wav,A+,A+,A+,A+,36327
4552,ex202404,subject105,set44/2/drums/X_1955-31.wav,set44/2/drums/Y_1955-32.wav,set44/2/drums/C_1932-41.wav,A+,A+,A+,A+,19060
4554,ex202404,subject105,set44/2/piano/X_1955-26.wav,set44/2/piano/C_1932-47.wav,set44/2/piano/Y_1955-41.wav,B+,B-,B-,B-,69254
4556,ex202404,subject105,set44/3/drums/X_1947-25.wav,set44/3/drums/Y_1947-10.wav,set44/3/drums/C_2052-42.wav,A+,A+,A+,A+,28469
4557,ex202404,subject105,set44/0/bass/X_2093-21.wav,set44/0/bass/Y_2093-26.wav,set44/0/bass/C_2010-33.wav,A+,A+,A+,A+,40847
4560,ex202404,subject105,set44/2/bass/X_1955-1.wav,set44/2/bass/Y_1955-38.wav,set44/2/bass/C_1932-22.wav,A-,B-,B-,B-,87050
4566,ex202404,subject105,set44/3/bass/X_1947-64.wav,set44/3/bass/Y_1947-45.wav,set44/3/bass/C_2052-5.wav,A-,A-,A-,A-,35561
4568,ex202404,subject105,set44/2/guitar/X_1955-10.wav,set44/2/guitar/Y_1955-27.wav,set44/2/guitar/C_1932-45.wav,B-,NA,NA,B-,52394
4570,ex202404,subject105,set44/3/guitar/X_1947-50.wav,set44/3/guitar/C_2052-5.wav,set44/3/guitar/Y_1947-34.wav,B+,A-,NA,B-,69718
4571,ex202404,subject105,set44/2/residuals/X_1955-3.wav,set44/2/residuals/Y_1955-34.wav,set44/2/residuals/C_1932-13.wav,A+,A+,A+,A+,29563
4572,ex202404,subject105,set44/0/piano/X_2093-42.wav,set44/0/piano/Y_2093-29.wav,set44/0/piano/C_2010-47.wav,A-,B-,B-,A-,70930
4573,ex202404,subject105,set44/1/guitar/X_2056-14.wav,set44/1/guitar/Y_2056-1.wav,set44/1/guitar/C_1957-25.wav,A-,A-,A-,A-,43349
4579,ex202404,subject105,set44/1/bass/X_2056-31.wav,set44/1/bass/Y_2056-46.wav,set44/1/bass/C_1957-69.wav,A+,B-,A-,A-,44870
4580,ex202404,subject105,set44/1/drums/X_2056-34.wav,set44/1/drums/C_1957-31.wav,set44/1/drums/Y_2056-45.wav,B+,B-,B-,B-,37608
4582,ex202404,subject25,set40/1/bass/X_2019-32.wav,set40/1/bass/C_2040-21.wav,set40/1/bass/Y_2019-12.wav,B+,B+,B+,B+,22919
4583,ex202404,subject25,set40/2/guitar/X_2030-10.wav,set40/2/guitar/Y_2030-55.wav,set40/2/guitar/C_1916-45.wav,A+,A+,A+,A+,20565
4587,ex202404,subject25,set40/0/residuals/X_2044-18.wav,set40/0/residuals/Y_2044-23.wav,set40/0/residuals/C_2007-13.wav,A+,A+,A+,A+,18269
4589,ex202404,subject25,set40/0/drums/X_2044-27.wav,set40/0/drums/C_2007-10.wav,set40/0/drums/Y_2044-17.wav,B+,B+,B+,B+,17774
4590,ex202404,subject25,set40/2/bass/X_2030-34.wav,set40/2/bass/C_1916-8.wav,set40/2/bass/Y_2030-2.wav,A-,A-,A-,A-,19751
4592,ex202404,subject25,set40/2/piano/X_2030-46.wav,set40/2/piano/Y_2030-45.wav,set40/2/piano/C_1916-47.wav,A+,A+,A+,A+,18453
4593,ex202404,subject25,set40/3/drums/X_1943-30.wav,set40/3/drums/Y_1943-18.wav,set40/3/drums/C_2030-45.wav,A+,A+,A+,A+,18188
4594,ex202404,subject25,set40/3/residuals/X_1943-5.wav,set40/3/residuals/Y_1943-50.wav,set40/3/residuals/C_2030-67.wav,A+,A+,A+,A+,18268
4595,ex202404,subject25,set40/3/piano/X_1943-39.wav,set40/3/piano/C_2030-46.wav,set40/3/piano/Y_1943-37.wav,B-,B-,A-,B-,26956
4596,ex202404,subject25,set40/0/guitar/X_2044-12.wav,set40/0/guitar/Y_2044-1.wav,set40/0/guitar/C_2007-36.wav,A+,A+,A+,A+,19189
4600,ex202404,subject25,set40/0/bass/X_2044-10.wav,set40/0/bass/Y_2044-7.wav,set40/0/bass/C_2007-49.wav,A+,A+,A+,A+,18151
4602,ex202404,subject25,set40/1/residuals/X_2019-40.wav,set40/1/residuals/Y_2019-17.wav,set40/1/residuals/C_2040-17.wav,NA,A-,A-,A-,37161
4603,ex202404,subject25,set40/0/piano/X_2044-4.wav,set40/0/piano/Y_2044-35.wav,set40/0/piano/C_2007-45.wav,A+,A+,A+,A+,17786
4604,ex202404,subject25,set40/1/guitar/X_2019-29.wav,set40/1/guitar/Y_2019-28.wav,set40/1/guitar/C_2040-14.wav,A+,A+,A+,A+,20551
4606,ex202404,subject25,set40/3/bass/X_1943-1.wav,set40/3/bass/C_2030-50.wav,set40/3/bass/Y_1943-7.wav,B-,A-,B-,B-,18038
4615,ex202404,subject25,set40/3/guitar/X_1943-13.wav,set40/3/guitar/Y_1943-44.wav,set40/3/guitar/C_2030-56.wav,A+,A+,A+,A+,17918
4618,ex202404,subject25,set40/1/drums/X_2019-39.wav,set40/1/drums/C_2040-18.wav,set40/1/drums/Y_2019-7.wav,B+,B+,B+,B+,18054
4619,ex202404,subject25,set40/1/piano/X_2019-9.wav,set40/1/piano/C_2040-10.wav,set40/1/piano/Y_2019-57.wav,B+,B+,B+,B+,18943
4621,ex202404,subject25,set40/2/drums/X_2030-6.wav,set40/2/drums/Y_2030-8.wav,set40/2/drums/C_1916-32.wav,A+,A+,A+,A+,17978
4622,ex202404,subject25,set40/2/residuals/X_2030-62.wav,set40/2/residuals/Y_2030-69.wav,set40/2/residuals/C_1916-2.wav,A+,A+,A+,A+,20559
4623,ex202404,subject24,set27/3/drums/X_2070-45.wav,set27/3/drums/Y_2070-43.wav,set27/3/drums/C_1985-9.wav,A+,A+,NA,A+,26034
4626,ex202404,subject24,set27/3/residuals/X_2070-33.wav,set27/3/residuals/Y_2070-2.wav,set27/3/residuals/C_1985-11.wav,A-,A-,A-,A-,20684
4628,ex202404,subject24,set27/1/piano/X_1996-14.wav,set27/1/piano/C_2010-16.wav,set27/1/piano/Y_1996-54.wav,B-,B-,B+,B+,36995
4629,ex202404,subject24,set27/3/bass/X_2070-42.wav,set27/3/bass/Y_2070-29.wav,set27/3/bass/C_1985-29.wav,A-,A+,A+,A+,18472
4630,ex202404,subject24,set27/0/bass/X_1985-5.wav,set27/0/bass/C_1987-19.wav,set27/0/bass/Y_1985-41.wav,B-,B-,B-,B-,23150
4634,ex202404,subject24,set27/2/guitar/X_1981-40.wav,set27/2/guitar/C_1886-9.wav,set27/2/guitar/Y_1981-43.wav,B-,A-,B-,B-,23364
4635,ex202404,subject24,set27/2/bass/X_1981-29.wav,set27/2/bass/C_1886-25.wav,set27/2/bass/Y_1981-15.wav,NA,B-,B-,B-,22488
4640,ex202404,subject24,set27/0/piano/X_1985-28.wav,set27/0/piano/Y_1985-13.wav,set27/0/piano/C_1987-35.wav,NA,A-,A-,A-,33781
4641,ex202404,subject24,set27/2/residuals/X_1981-22.wav,set27/2/residuals/Y_1981-18.wav,set27/2/residuals/C_1886-51.wav,A-,A-,NA,A-,24012
4642,ex202404,subject24,set27/1/bass/X_1996-34.wav,set27/1/bass/Y_1996-37.wav,set27/1/bass/C_2010-60.wav,B-,A+,A+,A+,28333
4645,ex202404,subject24,set27/3/guitar/X_2070-16.wav,set27/3/guitar/C_1985-38.wav,set27/3/guitar/Y_2070-13.wav,B+,A-,NA,B-,31912
4647,ex202404,subject24,set27/0/drums/X_1985-12.wav,set27/0/drums/Y_1985-47.wav,set27/0/drums/C_1987-47.wav,A-,A-,NA,A-,19613
4650,ex202404,subject24,set27/1/residuals/X_1996-53.wav,set27/1/residuals/Y_1996-28.wav,set27/1/residuals/C_2010-22.wav,A-,A-,B-,A-,25674
4656,ex202404,subject24,set27/1/guitar/X_1996-10.wav,set27/1/guitar/Y_1996-29.wav,set27/1/guitar/C_2010-18.wav,A-,A+,A+,A+,21191
4658,ex202404,subject24,set27/3/piano/X_2070-27.wav,set27/3/piano/C_1985-50.wav,set27/3/piano/Y_2070-47.wav,NA,B-,B-,B-,27260
4659,ex202404,subject24,set27/2/drums/X_1981-15.wav,set27/2/drums/C_1886-48.wav,set27/2/drums/Y_1981-26.wav,B-,B-,NA,B-,39947
4660,ex202404,subject24,set27/0/guitar/X_1985-42.wav,set27/0/guitar/C_1987-39.wav,set27/0/guitar/Y_1985-46.wav,B+,B+,B+,B+,21238
4661,ex202404,subject24,set27/0/residuals/X_1985-35.wav,set27/0/residuals/Y_1985-17.wav,set27/0/residuals/C_1987-9.wav,B-,B+,B-,B+,23873
4662,ex202404,subject24,set27/2/piano/X_1981-3.wav,set27/2/piano/Y_1981-18.wav,set27/2/piano/C_1886-23.wav,A+,B-,B-,B-,40276
4664,ex202404,subject24,set27/1/drums/X_1996-32.wav,set27/1/drums/C_2010-16.wav,set27/1/drums/Y_1996-34.wav,B+,B+,NA,B+,21083
4666,ex202404,subject106,set9/1/bass/X_1950-6.wav,set9/1/bass/C_2079-23.wav,set9/1/bass/Y_1950-25.wav,A+,B+,B+,B+,168338
4669,ex202404,subject106,set9/0/guitar/X_1931-3.wav,set9/0/guitar/Y_1931-16.wav,set9/0/guitar/C_1882-9.wav,A-,A-,A-,A-,37224
4670,ex202404,subject106,set9/1/residuals/X_1950-39.wav,set9/1/residuals/C_2079-14.wav,set9/1/residuals/Y_1950-13.wav,B+,B-,B-,B-,28969
4671,ex202404,subject106,set9/3/guitar/X_1968-46.wav,set9/3/guitar/C_1927-20.wav,set9/3/guitar/Y_1968-54.wav,B+,B+,B-,B-,34713
4672,ex202404,subject106,set9/0/bass/X_1931-2.wav,set9/0/bass/C_1882-2.wav,set9/0/bass/Y_1931-43.wav,A+,A-,A-,A-,37158
4674,ex202404,subject106,set9/2/bass/X_1907-36.wav,set9/2/bass/Y_1907-15.wav,set9/2/bass/C_2082-34.wav,A+,A-,A+,A+,56231
4677,ex202404,subject106,set9/0/residuals/X_1931-8.wav,set9/0/residuals/C_1882-13.wav,set9/0/residuals/Y_1931-22.wav,B+,B+,B-,B+,60925
4678,ex202404,subject106,set9/3/piano/X_1968-25.wav,set9/3/piano/Y_1968-42.wav,set9/3/piano/C_1927-12.wav,A+,A+,A+,A+,34598
4680,ex202404,subject106,set9/0/piano/X_1931-42.wav,set9/0/piano/Y_1931-44.wav,set9/0/piano/C_1882-53.wav,A+,A+,A-,A+,40764
4681,ex202404,subject106,set9/1/drums/X_1950-25.wav,set9/1/drums/C_2079-33.wav,set9/1/drums/Y_1950-36.wav,B+,B+,B+,B+,49963
4684,ex202404,subject106,set9/2/residuals/X_1907-21.wav,set9/2/residuals/Y_1907-34.wav,set9/2/residuals/C_2082-9.wav,A+,A+,A+,A+,22329
4686,ex202404,subject106,set9/2/piano/X_1907-29.wav,set9/2/piano/C_2082-12.wav,set9/2/piano/Y_1907-41.wav,B+,B+,B-,B+,26655
4693,ex202404,subject106,set9/1/guitar/X_1950-20.wav,set9/1/guitar/C_2079-30.wav,set9/1/guitar/Y_1950-39.wav,B+,B+,B+,B+,27523
4696,ex202404,subject106,set9/2/guitar/X_1907-23.wav,set9/2/guitar/Y_1907-12.wav,set9/2/guitar/C_2082-4.wav,A-,B-,B-,A-,41184
4697,ex202404,subject106,set9/0/drums/X_1931-44.wav,set9/0/drums/Y_1931-35.wav,set9/0/drums/C_1882-26.wav,A+,A-,A-,A-,22588
4698,ex202404,subject106,set9/3/bass/X_1968-40.wav,set9/3/bass/Y_1968-7.wav,set9/3/bass/C_1927-32.wav,A+,A+,A-,A-,24986
4702,ex202404,subject106,set9/3/drums/X_1968-27.wav,set9/3/drums/Y_1968-41.wav,set9/3/drums/C_1927-23.wav,A+,A+,A+,A+,23984
4703,ex202404,subject106,set9/1/piano/X_1950-5.wav,set9/1/piano/Y_1950-4.wav,set9/1/piano/C_2079-7.wav,A+,A+,A+,A+,26336
4705,ex202404,subject106,set9/3/residuals/X_1968-35.wav,set9/3/residuals/C_1927-27.wav,set9/3/residuals/Y_1968-30.wav,A+,A+,A-,A+,32548
4706,ex202404,subject106,set9/2/drums/X_1907-32.wav,set9/2/drums/C_2082-5.wav,set9/2/drums/Y_1907-46.wav,B+,B+,B+,B+,28168
4707,ex202404,subject107,set34/0/guitar/X_1892-21.wav,set34/0/guitar/Y_1892-30.wav,set34/0/guitar/C_1975-13.wav,A+,A+,A+,A+,43159
4708,ex202404,subject107,set34/3/bass/X_2042-19.wav,set34/3/bass/Y_2042-25.wav,set34/3/bass/C_1949-17.wav,A-,A+,A-,A-,38979
4712,ex202404,subject107,set34/1/piano/X_1940-32.wav,set34/1/piano/Y_1940-14.wav,set34/1/piano/C_2038-54.wav,A-,A+,A-,A-,25744
4714,ex202404,subject107,set34/1/guitar/X_1940-10.wav,set34/1/guitar/Y_1940-33.wav,set34/1/guitar/C_2038-40.wav,A-,NA,A-,A-,25080
4715,ex202404,subject107,set34/3/piano/X_2042-27.wav,set34/3/piano/C_1949-40.wav,set34/3/piano/Y_2042-2.wav,B+,NA,B-,B-,30397
4720,ex202404,subject107,set34/1/residuals/X_1940-32.wav,set34/1/residuals/Y_1940-7.wav,set34/1/residuals/C_2038-36.wav,B-,NA,B-,B-,27672
4721,ex202404,subject107,set34/3/residuals/X_2042-9.wav,set34/3/residuals/C_1949-43.wav,set34/3/residuals/Y_2042-3.wav,B+,B-,B-,B-,23518
4723,ex202404,subject107,set34/0/bass/X_1892-21.wav,set34/0/bass/C_1975-48.wav,set34/0/bass/Y_1892-28.wav,NA,B+,B-,B-,25765
4727,ex202404,subject107,set34/2/residuals/X_1951-33.wav,set34/2/residuals/C_2061-9.wav,set34/2/residuals/Y_1951-24.wav,B+,B+,B+,B+,20117
4729,ex202404,subject107,set34/2/guitar/X_1951-9.wav,set34/2/guitar/Y_1951-5.wav,set34/2/guitar/C_2061-23.wav,A+,NA,A+,A+,24374
4731,ex202404,subject107,set34/1/bass/X_1940-14.wav,set34/1/bass/Y_1940-37.wav,set34/1/bass/C_2038-6.wav,NA,A+,A-,A-,21524
4732,ex202404,subject107,set34/0/residuals/X_1892-20.wav,set34/0/residuals/C_1975-22.wav,set34/0/residuals/Y_1892-32.wav,B+,B-,B+,B+,25779
4733,ex202404,subject107,set34/0/piano/X_1892-3.wav,set34/0/piano/Y_1892-21.wav,set34/0/piano/C_1975-30.wav,NA,A-,A-,A-,32036
4734,ex202404,subject107,set34/3/drums/X_2042-23.wav,set34/3/drums/Y_2042-41.wav,set34/3/drums/C_1949-33.wav,NA,A+,A-,A-,26373
4737,ex202404,subject107,set34/2/piano/X_1951-37.wav,set34/2/piano/Y_1951-25.wav,set34/2/piano/C_2061-24.wav,NA,B-,B-,B-,23764
4739,ex202404,subject107,set34/1/drums/X_1940-41.wav,set34/1/drums/Y_1940-6.wav,set34/1/drums/C_2038-33.wav,NA,A+,A-,A-,21002
4741,ex202404,subject107,set34/2/drums/X_1951-14.wav,set34/2/drums/Y_1951-9.wav,set34/2/drums/C_2061-36.wav,NA,A+,A+,A+,20816
4742,ex202404,subject107,set34/2/bass/X_1951-4.wav,set34/2/bass/Y_1951-7.wav,set34/2/bass/C_2061-37.wav,NA,A-,A-,A-,21660
4743,ex202404,subject107,set34/3/guitar/X_2042-34.wav,set34/3/guitar/C_1949-46.wav,set34/3/guitar/Y_2042-16.wav,B-,B-,B-,B-,25480
4744,ex202404,subject107,set34/0/drums/X_1892-31.wav,set34/0/drums/Y_1892-10.wav,set34/0/drums/C_1975-28.wav,NA,A+,A-,A-,19932
4751,ex202404,subject108,set53/0/bass/X_1957-14.wav,set53/0/bass/C_1927-25.wav,set53/0/bass/Y_1957-2.wav,B-,A-,B-,B-,35297
4753,ex202404,subject108,set53/3/bass/X_1981-51.wav,set53/3/bass/C_2093-40.wav,set53/3/bass/Y_1981-36.wav,B+,B-,B+,B+,22786
4757,ex202404,subject108,set53/1/residuals/X_2045-13.wav,set53/1/residuals/C_1975-30.wav,set53/1/residuals/Y_2045-16.wav,B+,B-,B-,B-,28597
4758,ex202404,subject108,set53/1/piano/X_2045-34.wav,set53/1/piano/C_1975-35.wav,set53/1/piano/Y_2045-4.wav,A+,A-,A+,A+,24370
4759,ex202404,subject108,set53/0/piano/X_1957-46.wav,set53/0/piano/C_1927-29.wav,set53/0/piano/Y_1957-36.wav,B+,B+,B+,B+,22566
